name,country,state,latitude,longitude,population
Bandar Kinrara,Malaysia,Selangor,3.04926,101.64153,93822
Bandar Labuan,Malaysia,Sabah,5.28319,115.25371,54752
Bandar Mahkota Cheras,Malaysia,Selangor,3.0542,101.79844,100000
Bandar Nabawan,Malaysia,Sabah,5.0393,116.4274,31807
Bandar Puncak Alam,Malaysia,Selangor,3.2389,101.42793,25000
Bandar Putra Kulai,Malaysia,Johor,1.64958,103.62661,19793
Bandar Saujana Utama,Malaysia,Selangor,3.20663,101.47729,72000
Bandar Seri Alam,Malaysia,Johor,1.50434,103.87525,220000
Bandar Sri Damansara,Malaysia,Selangor,3.1903,101.61061,48556
Bandar Sri Sendayan,Malaysia,Negeri Sembilan,2.67375,101.8721,26127
Bandar Sunway,Malaysia,Selangor,3.0693,101.6074,200000
Bandar Tasik Puteri,Malaysia,Selangor,3.28531,101.4741,150000
Bandar Tenggara,Malaysia,Johor,1.87,103.6158,15278
Bandar Tun Hussein Onn,Malaysia,Selangor,3.05469,101.75939,40000
Bandar Tun Razak,Malaysia,Pahang,2.9029,102.8877,23247
Bandar Utama,Malaysia,Kuala Lumpur,3.14818,101.61407,200000
Bangi,Malaysia,Selangor,2.9,101.78333,45042
Bangsar,Malaysia,Kuala Lumpur,3.12945,101.67004,40000
Banting,Malaysia,Selangor,2.8136,101.50185,48240
Batang Berjuntai,Malaysia,Selangor,3.38333,101.41667,20001
Batu Anam,Malaysia,Johor,2.5825,102.711,21923
Batu Arang,Malaysia,Selangor,3.31667,101.46667,22579
Batu Berendam,Malaysia,Melaka,2.2487,102.246,25028
Batu Caves,Malaysia,Selangor,3.238,101.682,254083
Batu Feringgi,Malaysia,Penang,5.4709,100.24529,20000
Batu Gajah,Malaysia,Perak,4.46916,101.04107,46183
Batu Kurau,Malaysia,Perak,4.96667,100.8,22307
Batu Pahat,Malaysia,Johor,1.8548,102.9325,156236
Bau,Malaysia,Sarawak,1.41667,110.15,52643
Bayan Lepas,Malaysia,Penang,5.29992,100.26052,130455
Beaufort,Malaysia,Sabah,5.3473,115.7455,15855
Bedong,Malaysia,Kedah,5.72743,100.50876,47585
Belaga,Malaysia,Sarawak,2.7,113.78333,22502
Beluru,Malaysia,Sarawak,3.98333,114.1,28695
Bentong Town,Malaysia,Pahang,3.52229,101.90866,49213
Bentung,Malaysia,Pahang,3.5316,101.9038,40373
Bercham,Malaysia,Perak,4.6411,101.1393,150000
Betong,Malaysia,Sarawak,1.4,111.51667,36303
Bidur,Malaysia,Perak,4.11667,101.28333,30016
Bintulu,Malaysia,Sarawak,3.16667,113.03333,151617
Bukit Beruntung,Malaysia,Selangor,3.41558,101.55709,20023
Bukit Bintang,Malaysia,Kuala Lumpur,3.14657,101.71023,120529
Bukit Gambir,Malaysia,Johor,2.211,102.6546,40000
Bukit Gemuroh,Malaysia,Penang,5.29775,100.21147,17379
Bukit Indah,Malaysia,Johor,1.47999,103.65959,60000
Bukit Jalil,Malaysia,Kuala Lumpur,3.04913,101.68036,200000
Bukit Kerinchi,Malaysia,Kuala Lumpur,3.10628,101.66761,35000
Bukit Mertajam,Malaysia,Penang,5.36301,100.4667,212329
Bukit Rahman Putra,Malaysia,Selangor,3.21727,101.5608,607000
Bukit Rambai,Malaysia,Melaka,2.2594,102.1838,17391
Bukit Tambun,Malaysia,Penang,5.27179,100.4601,22900
Bukit Tengah,Malaysia,Penang,5.34605,100.43917,54416
Butterworth,Malaysia,Penang,5.3991,100.36382,107591
Cangkat Jong,Malaysia,Perak,3.9851,101.1237,25618
Changloon,Malaysia,Kedah,6.43422,100.43133,18872
Chemor,Malaysia,Perak,4.7211,101.1189,30461
Cheras,Malaysia,Selangor,3.108,101.726,135823
Cukai,Malaysia,Terengganu,4.25,103.41667,82425
Cyberjaya,Malaysia,Selangor,2.92281,101.65718,79200
Dalat,Malaysia,Sarawak,2.66667,112.08333,21147
Damansara Damai,Malaysia,Selangor,3.19893,101.59184,85000
Daro,Malaysia,Sarawak,2.51688,111.43002,19477
Denai Alam,Malaysia,Selangor,3.16027,101.51501,35000
Desa Parkcity,Malaysia,Kuala Lumpur,3.18611,101.62875,16500
Desa Petaling,Malaysia,Kuala Lumpur,3.08385,101.70895,20000
Donggongon,Malaysia,Sabah,5.90702,116.10146,78086
Dungun,Malaysia,Terengganu,4.775,103.4162,34767
Durian Tunggal,Malaysia,Melaka,2.3125,102.2805,42185
Elmina,Malaysia,Selangor,3.18523,101.52461,45000
Engkilili,Malaysia,Sarawak,1.13864,111.66665,15031
FELDA Chini,Malaysia,Pahang,3.37457,102.94343,18493
Gelang Patah,Malaysia,Johor,1.4484,103.5873,64375
Gemas,Malaysia,Negeri Sembilan,2.5832,102.6117,29777
George Town,Malaysia,Penang,5.41123,100.33543,158336
Gerik,Malaysia,Perak,5.41667,101.13333,30868
Gerisek,Malaysia,Johor,2.2097,102.7095,33217
Glugor,Malaysia,Penang,5.37215,100.30708,18662
Gua Musang,Malaysia,Kelantan,4.88441,101.96857,19731
Gurun,Malaysia,Kedah,5.81717,100.47381,15964
Horizon Hills,Malaysia,Johor,1.45768,103.64554,18800
Hulu Langat,Malaysia,Selangor,3.1137,101.8142,55251
Hulu Yam Lama,Malaysia,Selangor,3.4537,101.6413,20334
Hutan Melintang,Malaysia,Perak,3.8766,100.9328,28357
Ijok,Malaysia,Selangor,3.31667,101.4,100899
Ipoh,Malaysia,Perak,4.5841,101.0829,759952
Iskandar Puteri,Malaysia,Johor,1.39324,103.62322,575977
Jawi,Malaysia,Penang,5.21525,100.49211,36601
Jelutong,Malaysia,Penang,5.38998,100.31885,63507
Jenjarum,Malaysia,Selangor,2.8724,101.49484,24857
Jerantut,Malaysia,Pahang,3.936,102.3626,33606
Jitra,Malaysia,Kedah,6.26812,100.42167,63489
Johor Bahru,Malaysia,Johor,1.4655,103.7578,858118
Johor Jaya,Malaysia,Johor,1.5392,103.8092,66000
Julau,Malaysia,Sarawak,2.01667,111.91667,15333
Kajang,Malaysia,Selangor,2.99424,101.78875,236240
Kampar,Malaysia,Perak,4.3,101.15,19056
Kampong Baharu Cheras Batu Sebelas,Malaysia,Selangor,3.05,101.76667,232100
Kampong Dungun,Malaysia,Perak,3.21667,101.31667,58674
Kampong Kadok,Malaysia,Kelantan,6,102.25,19233
Kampong Masjid Tanah,Malaysia,Melaka,2.35,102.11667,29185
Kampong Pangkal Kalong,Malaysia,Kelantan,5.91667,102.21667,39904
Kampong Sidam,Malaysia,Kedah,5.53333,100.56667,60983
Kampung Alor Mengkudu,Malaysia,Kedah,6.08838,100.39167,38193
Kampung Ayer Keroh,Malaysia,Melaka,2.2654,102.2801,37716
Kampung Ayer Molek,Malaysia,Melaka,2.2139,102.3278,15497
Kampung Baharu Nilai,Malaysia,Negeri Sembilan,2.8033,101.7972,38612
Kampung Baru Balakong,Malaysia,Selangor,3.02938,101.74714,69302
Kampung Baru Subang,Malaysia,Selangor,3.15,101.53333,833571
Kampung Baru Ulu Melaka,Malaysia,Kedah,6.35196,99.78791,18898
Kampung Batu Empat,Malaysia,Johor,1.776,103.8736,21898
Kampung Bertam Ulu,Malaysia,Melaka,2.2898,102.1928,17119
Kampung Bukit Baharu,Malaysia,Melaka,2.2152,102.2851,55656
Kampung Cheng,Malaysia,Melaka,2.2635,102.2179,19158
Kampung Hutan Arau,Malaysia,Perlis,6.42942,100.28174,20000
Kampung Jeli,Malaysia,Kelantan,5.7,101.83333,17734
Kampung Jelutong Tengah,Malaysia,Johor,1.4714,103.5675,24765
Kampung Kangkar Teberau,Malaysia,Johor,1.532,103.7549,412373
Kampung Kerubong,Malaysia,Melaka,2.2958,102.2537,31936
Kampung Kupang,Malaysia,Kedah,5.63638,100.84517,18844
Kampung Larkin Lama,Malaysia,Johor,1.5024,103.744,500000
Kampung Machap Baru,Malaysia,Melaka,2.3829,102.3311,16000
Kampung Manjoi,Malaysia,Perak,4.6192,101.0685,86266
Kampung Minyak Beku,Malaysia,Johor,1.7954,102.8971,19374
Kampung Pasir Gudang Baru,Malaysia,Johor,1.4726,103.878,145639
Kampung Perak,Malaysia,Pahang,3.8682,102.5862,44964
Kampung Sedenak,Malaysia,Johor,1.7114,103.5276,22535
Kampung Selang,Malaysia,Johor,2.35,102.876,20000
Kampung Setia,Malaysia,Selangor,3.24177,101.53296,38870
Kampung Simpang Renggam,Malaysia,Johor,1.8278,103.3,17528
Kampung Sungai Ara,Malaysia,Penang,5.32699,100.27348,140849
Kampung Sungai Glugur,Malaysia,Penang,5.36966,100.31353,145600
Kampung Sungai Kajang,Malaysia,Selangor,3.4161,101.173,84031
Kampung Tanjung Karang,Malaysia,Selangor,3.4242,101.1849,16393
Kampung Tanjung Minyak,Malaysia,Melaka,2.2666,102.2004,23074
Kampung Teluk Air Tawar,Malaysia,Penang,5.48333,100.38333,19371
Kampung Teluk Kemang,Malaysia,Negeri Sembilan,2.46146,101.85951,16672
Kampung Teluk Kumbar,Malaysia,Penang,5.289,100.247,21481
Kamunting,Malaysia,Perak,4.88333,100.73333,36243
Kangar,Malaysia,Perlis,6.4414,100.19862,63869
Kanowit,Malaysia,Sarawak,2.1,112.15,24700
Kapar,Malaysia,Selangor,3.13333,101.38333,269627
Kapit,Malaysia,Sarawak,1.99546,112.93254,33014
Kawasan Penempatan Ulu Benut Lima,Malaysia,Johor,1.7439,103.3207,32226
Kawasan Penempatan Ulu Benut Tiga,Malaysia,Johor,1.7497,103.277,32226
Kawasan Penempatan Ulu Sungai Benut,Malaysia,Johor,1.7541,103.2798,32226
Kawasan Perindustrian Cheng,Malaysia,Melaka,2.2618,102.2317,19158
Kempas,Malaysia,Johor,1.5489,103.6965,62011
Keningau,Malaysia,Sabah,5.3378,116.1602,77650
Kepala Batas,Malaysia,Penang,5.51707,100.4265,17131
Kepong,Malaysia,Kuala Lumpur,3.21398,101.64018,85960
Kertih,Malaysia,Terengganu,4.5141,103.4483,24401
Kinarut,Malaysia,Sabah,5.8231,116.0466,15716
Klang,Malaysia,Selangor,3.03667,101.44333,240016
Klebang Besar,Malaysia,Melaka,2.2186,102.1995,38643
Kluang,Malaysia,Johor,2.03046,103.31689,323762
Kota Bharu,Malaysia,Kelantan,6.12361,102.24333,568900
Kota Damansara,Malaysia,Selangor,3.15454,101.58022,500000
Kota Kinabalu,Malaysia,Sabah,5.9749,116.0724,500421
Kota Kuala Muda,Malaysia,Kedah,5.58822,100.37085,544984
Kota Tinggi,Malaysia,Johor,1.7381,103.8999,52743
Kuah,Malaysia,Kedah,6.32649,99.8432,30212
Kuala Kangsar,Malaysia,Perak,4.76667,100.93333,39331
Kuala Kedah,Malaysia,Kedah,6.1,100.3,19231
Kuala Ketil,Malaysia,Kedah,5.6,100.65,19209
Kuala Krai,Malaysia,Kelantan,5.5313,102.19925,105007
Kuala Kubu Baharu,Malaysia,Selangor,3.5638,101.6581,194387
Kuala Kurau,Malaysia,Perak,5.01821,100.42824,31065
Kuala Lipis,Malaysia,Pahang,4.1842,102.0468,15448
Kuala Lumpur,Malaysia,Kuala Lumpur,3.1412,101.68653,1453975
Kuala Nerus,Malaysia,Terengganu,5.37293,103.02053,93485
Kuala Penyu,Malaysia,Sabah,5.5714,115.5984,24200
Kuala Pilah,Malaysia,Negeri Sembilan,2.7389,102.2487,19510
Kuala Selangor,Malaysia,Selangor,3.35,101.25,55887
Kuala Terengganu,Malaysia,Terengganu,5.3302,103.1408,426500
Kuang,Malaysia,Selangor,3.2594,101.5541,21185
Kuantan,Malaysia,Pahang,3.8077,103.326,548014
Kubang Semang,Malaysia,Penang,5.40375,100.45745,27194
Kuchai Lama,Malaysia,Kuala Lumpur,3.08469,101.69086,50000
Kuching,Malaysia,Sarawak,1.55,110.33333,402738
Kudat,Malaysia,Sabah,6.88732,116.82364,32393
Kulai,Malaysia,Johor,1.6561,103.6032,63762
Kulim,Malaysia,Kedah,5.36499,100.56177,170889
Labis,Malaysia,Johor,2.385,103.021,21906
Labuan,Malaysia,Labuan,5.28028,115.2475,95120
Ladang Seri Kundang,Malaysia,Selangor,3.2856,101.519,23307
Lahad Datu,Malaysia,Sabah,5.02298,118.32897,105622
Lahat,Malaysia,Perak,4.5388,101.0365,30694
Lawas,Malaysia,Sarawak,4.8604,115.409,26002
Limbang,Malaysia,Sarawak,4.75477,115.01011,38093
Lukut,Malaysia,Negeri Sembilan,2.5703,101.833,16450
Lumut,Malaysia,Perak,4.2323,100.6298,39595
Lunas,Malaysia,Kedah,5.43058,100.53012,18236
Lundu,Malaysia,Sarawak,1.67439,109.85171,26372
Malacca,Malaysia,Melaka,2.196,102.2405,579000
Maradong,Malaysia,Sarawak,2.08333,111.61667,20299
Maran,Malaysia,Pahang,3.586,102.773,111056
Marang,Malaysia,Terengganu,5.2056,103.2059,21410
Marudi,Malaysia,Sarawak,4.18333,114.31667,90100
Masai,Malaysia,Johor,1.4907,103.8788,141730
Mentakab,Malaysia,Pahang,3.4854,102.3484,42171
Merlimau,Malaysia,Melaka,2.1449,102.4251,18632
Mersing,Malaysia,Johor,2.4312,103.8405,22007
Miri,Malaysia,Sarawak,4.39928,113.99163,300543
Mont Kiara,Malaysia,Kuala Lumpur,3.16866,101.65076,30643
Muar,Malaysia,Johor,2.0442,102.5689,314776
Mukah,Malaysia,Sarawak,2.89435,112.09145,33478
Mukim Pulai,Malaysia,Johor,1.53333,103.66667,505661
Niah,Malaysia,Sarawak,3.86203,113.71521,48875
Nibong Tebal,Malaysia,Penang,5.16586,100.47793,40072
Padang Besar,Malaysia,Kedah,6.38333,100.3,16235
Padang Rengas,Malaysia,Perak,4.76667,100.85,38294
Padang Serai,Malaysia,Kedah,5.51307,100.55356,50757
Pagoh,Malaysia,Johor,2.1495,102.7704,95202
Paka,Malaysia,Terengganu,4.6374,103.4368,21044
Pakan,Malaysia,Sarawak,1.88333,111.68333,15462
Pandamaran,Malaysia,Selangor,3.01083,101.42081,53916
Pantai Remis,Malaysia,Perak,4.4557,100.6288,16317
Papar,Malaysia,Sabah,5.73333,115.93333,19278
Parit,Malaysia,Perak,4.48333,100.91667,60988
Parit Buntar,Malaysia,Perak,5.12671,100.49316,27313
Parit Raja,Malaysia,Johor,1.8681,103.1124,17441
Parit Sulung,Malaysia,Johor,1.976,102.8835,82399
Pasir Gudang,Malaysia,Johor,1.462,103.9053,534659
Pasir Mas,Malaysia,Kelantan,6.04934,102.13987,230424
Pasir Puteh,Malaysia,Kelantan,5.83333,102.4,137400
Paya Terubong,Malaysia,Penang,5.37278,100.27972,226712
Pekan,Malaysia,Pahang,3.4836,103.3996,31826
Pekan Nenas,Malaysia,Johor,1.51,103.5141,23292
Pelabuhan Klang,Malaysia,Selangor,2.99959,101.39287,20000
Pelentong,Malaysia,Johor,1.5243,103.824,583640
Pendang,Malaysia,Kedah,5.99516,100.47885,94033
Pengerang,Malaysia,Johor,1.3651,104.1118,15494
Perai,Malaysia,Penang,5.38333,100.38333,65301
Peringat,Malaysia,Kelantan,6.03333,102.28333,23288
Perling,Malaysia,Johor,1.48061,103.68381,101263
Permatang Kuching,Malaysia,Penang,5.46339,100.38144,27191
Petagas,Malaysia,Sabah,5.91161,116.04991,35844
Petaling Jaya,Malaysia,Selangor,3.10726,101.60671,807879
Pokok Sena,Malaysia,Kedah,6.17055,100.51885,19677
Pontian Besar,Malaysia,Johor,1.5059,103.3816,40613
Port Dickson,Malaysia,Negeri Sembilan,2.52462,101.79651,119300
Puchong,Malaysia,Selangor,3,101.61667,375181
Pulai,Malaysia,Kedah,5.65489,100.89541,19093
Putatan,Malaysia,Sabah,5.9258,116.06094,78340
Putra Heights,Malaysia,Selangor,2.99361,101.57255,60000
Putrajaya,Malaysia,Putrajaya,2.93527,101.69112,50000
Ranau,Malaysia,Sabah,5.9538,116.6641,19294
Raub,Malaysia,Pahang,3.7899,101.857,40024
Rawang,Malaysia,Selangor,3.3213,101.5767,199095
Relau,Malaysia,Penang,5.33096,100.28296,18755
Rembau,Malaysia,Negeri Sembilan,2.5897,102.0913,29595
Rompin,Malaysia,Negeri Sembilan,2.7083,102.5047,41931
SS2,Malaysia,Kuala Lumpur,3.12036,101.62246,25500
Sandakan,Malaysia,Sabah,5.8402,118.1179,439050
Saratok,Malaysia,Sarawak,1.73333,111.33333,19009
Sarikei,Malaysia,Sarawak,2.11667,111.51667,44039
Sebauh,Malaysia,Sarawak,3.11667,113.26667,29606
Segamat,Malaysia,Johor,2.5148,102.8158,69816
Selama,Malaysia,Perak,5.2236,100.69262,34800
Selangau,Malaysia,Sarawak,2.52477,112.32543,19844
Selayang Baru Utara,Malaysia,Selangor,3.2549,101.6668,542409
Semenyih,Malaysia,Selangor,2.9516,101.843,92491
Seminyih,Malaysia,Selangor,2.94761,101.84695,19724
Semporna,Malaysia,Sabah,4.48178,118.61119,62641
Sentul,Malaysia,Kuala Lumpur,3.18333,101.68333,100000
Sepang,Malaysia,Selangor,2.6931,101.7498,212050
Seputeh,Malaysia,Kuala Lumpur,3.11667,101.68333,18605
Seremban,Malaysia,Negeri Sembilan,2.7297,101.9381,372917
Seremban 2,Malaysia,Negeri Sembilan,2.68982,101.90766,62000
Serendah,Malaysia,Selangor,3.3646,101.6041,71202
Seri Kembangan,Malaysia,Selangor,3.03333,101.71667,130252
Seri Manjung,Malaysia,Perak,4.1987,100.67,100000
Serian,Malaysia,Sarawak,1.16667,110.56667,58059
Setapak,Malaysia,Selangor,3.207,101.727,353268
Setia Alam,Malaysia,Selangor,3.10155,101.45565,150000
Setia Tropika,Malaysia,Johor,1.54631,103.71829,60279
Shah Alam,Malaysia,Selangor,3.08507,101.53281,740750
Sibu,Malaysia,Sarawak,2.3,111.81667,198239
Sibu Jaya,Malaysia,Sarawak,2.24026,111.97135,35000
Siburan,Malaysia,Sarawak,1.36667,110.4,27286
Sik,Malaysia,Kedah,5.83333,100.75,32565
Simpang Empat,Malaysia,Perak,4.95,100.63333,58004
Simpang Renggam,Malaysia,Johor,1.825,103.3107,59033
Simunjan,Malaysia,Sarawak,1.38333,110.75,23011
Sipitang,Malaysia,Sabah,5.07903,115.54964,39300
Sitiawan,Malaysia,Perak,4.2168,100.6996,156234
Skudai,Malaysia,Johor,1.53741,103.65779,159733
Sri Aman,Malaysia,Sarawak,1.24722,111.45278,47313
Sri Petaling,Malaysia,Kuala Lumpur,3.06881,101.68971,50000
Subang Jaya,Malaysia,Selangor,3.04384,101.58062,708296
Sungai Besar,Malaysia,Selangor,3.6746,100.9867,26939
Sungai Buloh,Malaysia,Selangor,3.21,101.561,222858
Sungai Dua,Malaysia,Penang,5.44266,100.42972,28100
Sungai Jawi,Malaysia,Penang,5.19779,100.49244,19586
Sungai Lalang,Malaysia,Kedah,5.6998,100.51449,34947
Sungai Petani,Malaysia,Kedah,5.647,100.48772,544851
Sungai Siput,Malaysia,Perak,4.3945,101.1947,49000
Sungai Udang,Malaysia,Melaka,2.269,102.1427,26044
Sungkai,Malaysia,Perak,4,101.31667,32700
Taiping,Malaysia,Perak,4.85,100.73333,217647
Taman Desa,Malaysia,Kuala Lumpur,3.10591,101.68683,25000
Taman Greenwood,Malaysia,Selangor,3.23208,101.70484,41699
Taman Melati,Malaysia,Kuala Lumpur,3.22124,101.72324,50000
Taman Melawati,Malaysia,Selangor,3.21083,101.74825,99304
Taman OUG,Malaysia,Kuala Lumpur,3.07292,101.6763,25989
Taman Pelangi,Malaysia,Johor,2.428,102.6801,32000
Taman Permas Jaya,Malaysia,Johor,1.511,103.8198,45000
Taman Petaling,Malaysia,Kuala Lumpur,3.19916,101.64983,423062
Taman Scientex,Malaysia,Johor,1.51219,103.9166,30000
Taman Senai,Malaysia,Johor,1.6006,103.6419,73176
Taman Senawang Indah,Malaysia,Negeri Sembilan,2.691,101.989,64497
Taman Seremban Jaya,Malaysia,Negeri Sembilan,2.6831,101.97,31016
Taman Sri Sinar,Malaysia,Kuala Lumpur,3.1868,101.65085,40000
Taman Tun Dr Ismail,Malaysia,Kuala Lumpur,3.14506,101.62617,37500
Taman Universiti,Malaysia,Johor,1.5331,103.6155,30000
Tambunan,Malaysia,Sabah,5.71667,116.4,29294
Tampin,Malaysia,Negeri Sembilan,2.4701,102.2302,28238
Tanah Merah,Malaysia,Kelantan,5.8,102.15,29116
Tangkak,Malaysia,Johor,2.2673,102.5453,35109
Tanjong Malim,Malaysia,Perak,3.681,101.5198,66103
Tanjung Sepat,Malaysia,Selangor,2.6579,101.5629,22340
Tapah Road,Malaysia,Perak,4.16667,101.2,27863
Tasek Glugor,Malaysia,Penang,5.48032,100.49849,135786
Tatau,Malaysia,Sarawak,2.88333,112.85,31920
Tawau,Malaysia,Sabah,4.24482,117.89115,372615
Tebedu,Malaysia,Sarawak,1.02656,110.36331,25232
Teloi Kanan,Malaysia,Kedah,5.71681,100.65819,17972
Teluk Intan,Malaysia,Perak,4.02219,101.02083,232800
Teluk Panglima Garang,Malaysia,Selangor,2.90796,101.46877,49155
Temerluh,Malaysia,Pahang,3.4506,102.4176,59916
Titiwangsa,Malaysia,Kuala Lumpur,3.17822,101.70312,122096
Tokai,Malaysia,Kedah,6.02867,100.40691,30000
Tropicana Indah,Malaysia,Selangor,3.14165,101.59089,20000
Ulu Kelang,Malaysia,Selangor,3.18,101.773,28222
Ulu Tiram,Malaysia,Johor,1.6,103.81667,75350
Val Dor,Malaysia,Penang,5.25198,100.49046,88600
Wakaf Baharu,Malaysia,Kelantan,6.11667,102.2,17033
Wangsa Maju,Malaysia,Kuala Lumpur,3.20056,101.73972,215600
Yan Besar,Malaysia,Kedah,5.7989,100.37264,67653
Yong Peng,Malaysia,Johor,2.0136,103.0659,27138
Male,Maldives,Kaafu Atoll,4.17521,73.50916,103693
Andéranboukan,Mali,Ménaka,15.4275,3.0175,18688
Bafoulabé,Mali,Kayes,13.80843,-10.83344,26823
Bamako,Mali,Bamako,12.60915,-7.97522,4227569
Bamba,Mali,Gao,10.38333,-7.15,28524
Banamba,Mali,Koulikoro,13.54773,-7.44808,30591
Bandiagara,Mali,Mopti,14.35005,-3.61038,26460
Bankass,Mali,Mopti,14.0775,-3.51594,30159
Bla,Mali,Ségou,12.95083,-5.75557,33779
Bougouni,Mali,Sikasso,11.41769,-7.48323,90234
Bourem,Mali,Gao,16.955,-0.34861,42371
Dialakorodji,Mali,Koulikoro,12.70354,-7.96463,70619
Diourou,Mali,Ségou,13.68719,-5.83203,26559
Dioïla,Mali,Koulikoro,12.48735,-6.80313,23535
Diré,Mali,Tombouctou,16.25705,-3.40126,31348
Diéma,Mali,Kayes,14.54,-9.1921,30592
Djenné,Mali,Mopti,13.90608,-4.55332,40489
Douentza,Mali,Mopti,15.00605,-2.9517,37002
Dougabougou,Mali,Ségou,13.82049,-6.12057,26399
Fana,Mali,Koulikoro,12.7787,-6.9564,56809
Finnkolo,Mali,Sikasso,11.26822,-5.51054,24229
Gao,Mali,Gao,16.27167,-0.04472,133110
Goundam,Mali,Tombouctou,16.41453,-3.67075,19400
I-n-Tillit,Mali,Gao,15.54611,-0.46056,22100
Kabala,Mali,Koulikoro,12.52549,-8.03927,24241
Kadiolo,Mali,Sikasso,10.55,-5.76667,38149
Kalaban Koro,Mali,Koulikoro,12.57329,-8.02907,148247
Kangaba,Mali,Koulikoro,11.93333,-8.41667,17232
Kati,Mali,Koulikoro,12.74409,-8.07257,130254
Kayes,Mali,Kayes,14.44776,-11.44393,194716
Kidal,Mali,Kidal,18.44345,1.40921,40030
Kita,Mali,Kayes,13.03885,-9.48817,75598
Kolokani,Mali,Koulikoro,13.57388,-8.03267,48774
Koro,Mali,Mopti,14.064,-3.07539,24694
Koulikoro,Mali,Koulikoro,12.86273,-7.55985,64128
Kouri,Mali,Sikasso,12.18396,-4.80284,22991
Koutiala,Mali,Sikasso,12.38723,-5.46507,218031
Ké-Macina,Mali,Ségou,13.9641,-5.35791,15750
Mahina,Mali,Kayes,13.9044,-10.0986,26754
Markala,Mali,Ségou,13.68427,-6.07352,53738
Massiogo,Mali,Sikasso,10.30635,-6.10972,41317
Moninnpébougou,Mali,Ségou,14.1508,-5.5209,32899
Mopti,Mali,Mopti,14.4843,-4.18296,186187
Moribabougou,Mali,Koulikoro,12.68672,-7.86378,24085
Nara,Mali,Koulikoro,15.16931,-7.28985,23599
Niono,Mali,Ségou,14.25054,-5.98679,52584
Nioro,Mali,Kayes,15.23074,-9.59356,51933
Pèlèngana,Mali,Ségou,13.4274,-6.222,50552
Sagalo,Mali,Kayes,12.2,-10.7,15830
San,Mali,Ségou,13.29701,-4.89627,103227
Sangarébougou,Mali,Koulikoro,12.70581,-7.90268,42314
Sibi,Mali,Koulikoro,12.37549,-8.33487,26633
Sikasso,Mali,Sikasso,11.31755,-5.66654,349324
Sirakoro Méguétana,Mali,Koulikoro,12.56439,-7.91551,22499
Siribala Coro,Mali,Ségou,14.0432,-6.1067,24301
Ségou,Mali,Ségou,13.44032,-6.25947,205787
Timbuktu,Mali,Tombouctou,16.77348,-3.00742,84208
Toubakoura,Mali,Koulikoro,13.4637,-7.38278,22059
Yanfolila,Mali,Sikasso,11.18333,-8.15,24399
Yorosso,Mali,Sikasso,12.35811,-4.77688,17447
Zégoua,Mali,Sikasso,10.48804,-5.64943,31593
Birkirkara,Malta,Birkirkara,35.89706,14.46115,24356
Mosta,Malta,Il-Mosta,35.90942,14.42566,23482
Qormi,Malta,Qormi,35.87601,14.472,16801
San Pawl il-Baħar,Malta,Saint Paul’s Bay,35.95064,14.41561,32042
Sliema,Malta,Tas-Sliema,35.91247,14.50175,22591
Valletta,Malta,Valletta,35.89968,14.5148,6794
Żabbar,Malta,Ħaż-Żabbar,35.87687,14.53592,15648
Dalap-Uliga-Dorrit,Marshall Islands,Majuro Atoll,7.087,171.377,20301
Majuro,Marshall Islands,Majuro Atoll,7.08971,171.38027,25400
Ducos,Martinique,Martinique,14.57529,-60.97453,17394
Fort-de-France,Martinique,Martinique,14.60365,-61.07418,89995
La Trinité,Martinique,Martinique,14.73807,-60.96319,15040
Le François,Martinique,Martinique,14.61513,-60.90311,19682
Le Lamentin,Martinique,Martinique,14.61341,-60.99964,40581
Le Robert,Martinique,Martinique,14.67751,-60.94228,23814
Saint-Joseph,Martinique,Martinique,14.67099,-61.03905,16974
Sainte-Marie,Martinique,Martinique,14.78352,-60.99227,20380
Akjoujt,Mauritania,Inchiri,19.74163,-14.38534,15851
Aleg,Mauritania,Brakna,17.05314,-13.91312,19183
Atar,Mauritania,Adrar,20.51875,-13.04637,31133
Ayoun El Atrous,Mauritania,Hodh El Gharbi,16.6614,-9.6149,28174
Bogué,Mauritania,Brakna,16.59153,-14.26309,20291
Bougadoum,Mauritania,Hodh Ech Chargi,15.86702,-7.36924,40341
Boutilimitt,Mauritania,Trarza,17.54584,-14.69777,27170
Dar Naim,Mauritania,Nouakchott North,18.10808,-15.92666,61089
El ’Ayoûn,Mauritania,Assaba,15.55791,-11.18004,22896
Elghabra,Mauritania,Assaba,16.64713,-12.67113,15480
Guerou,Mauritania,Assaba,17.07754,-12.03869,27590
Kaédi,Mauritania,Gorgol,16.15071,-13.50582,56283
Kiffa,Mauritania,Assaba,16.62073,-11.40208,62051
Ksar,Mauritania,Nouakchott West,18.0995,-15.9574,57758
Magṭa‘ Laḥjar,Mauritania,Brakna,17.506,-13.0927,15446
Mbera,Mauritania,Hodh Ech Chargi,15.85615,-5.79067,58985
Nouadhibou,Mauritania,Dakhlet Nouadhibou,20.94188,-17.03842,146048
Nouakchott,Mauritania,,18.08581,-15.9785,1184530
Néma,Mauritania,Hodh Ech Chargi,16.61702,-7.25649,60000
Rosso,Mauritania,Trarza,16.51378,-15.80503,15870
Sélibaby,Mauritania,Guidimaka,15.15846,-12.1843,32653
Tembedgha,Mauritania,Hodh Ech Chargi,16.24137,-8.17321,17465
